wikidata_id,museum_name,city,website
http://www.wikidata.org/entity/Q1624224,Museum Speelklok,Utrecht,https://www.museumspeelklok.nl/
http://www.wikidata.org/entity/Q125566850,Museum Scheldewerf,Vlissingen,https://www.museumscheldewerf.nl/
http://www.wikidata.org/entity/Q2130225,Museum Rotterdam,Rotterdam,https://www.museumrotterdam.nl/
http://www.wikidata.org/entity/Q2004711,Victory Museum,,https://www.museumpleingrootegast.nl/victory-museum/
http://www.wikidata.org/entity/Q65393352,LEGiO-museum,,https://www.museumpleingrootegast.nl/legio-museum/
http://www.wikidata.org/entity/Q1514270,Museumpark Orientalis,Berg en Dal,https://www.museumparkorientalis.com/de
http://www.wikidata.org/entity/Q107335019,Museum of Comic Art,Noordwijk,https://www.museumofcomicart.nl/
http://www.wikidata.org/entity/Q110986324,Bevrijdingsmuseum Noord Nederland,,https://www.museumnoord.nl/
http://www.wikidata.org/entity/Q2479640,Nationaal Rijtuigmuseum,Leek,https://www.museumnienoord.nl/
http://www.wikidata.org/entity/Q23930568,Museum MORE,Lochem,https://www.museummore.nl
http://www.wikidata.org/entity/Q4989654,Kasteel Huize Ruurlo,Berkelland,https://www.museummore-kasteelruurlo.nl/
http://www.wikidata.org/entity/Q2168069,Museum Møhlmann,Appingedam,https://www.museummohlmann.nl/
http://www.wikidata.org/entity/Q20970911,Museum Maassluis,Maassluis,https://www.museummaassluis.nl/
http://www.wikidata.org/entity/Q2112422,Museum voor Religieuze Kunst,Uden,https://www.museumkrona.nl/nl/
http://www.wikidata.org/entity/Q56460901,Speelgoedmuseum Kinderwereld Roden,Roden,https://www.museumkinderwereld.nl/
http://www.wikidata.org/entity/Q2789485,Museum Kennemerland,Beverwijk,https://www.museumkennemerland.nl/
http://www.wikidata.org/entity/Q2442464,Museum Lambert van Meerten,Delft,https://www.museumhuizen.nl/en/huis-van-meerten
http://www.wikidata.org/entity/Q2201512,Museum Het Petershuis,Gennep,https://www.museumhetpetershuis.nl/
http://www.wikidata.org/entity/Q110282067,Museumhaven Zeeland,Schouwen-Duiveland,https://www.museumhavenzeeland.nl/
http://www.wikidata.org/entity/Q2320278,Verwey Museum Haarlem,Haarlem,https://www.museumhaarlem.nl
http://www.wikidata.org/entity/Q13137340,Oold Ark,Ooststellingwerf,https://www.museumenmolenmakkinga.nl/
http://www.wikidata.org/entity/Q21064115,Museum Engelandvaarders,Noordwijk,https://www.museumengelandvaarders.nl/
http://www.wikidata.org/entity/Q56459645,Museum Elburg,Elburg,https://www.museumelburg.nl
http://www.wikidata.org/entity/Q104441744,Van Doesburg-Rinsemahuis,Smallingerland,https://www.museumdrachten.nl/museumwoning-vdrh/
http://www.wikidata.org/entity/Q1863317,Museum Dokkum,Dongeradeel,https://www.museumdokkum.nl/
http://www.wikidata.org/entity/Q97762828,Museum De Dorpsdokter,Hilvarenbeek,https://www.museumdedorpsdokter.nl/
http://www.wikidata.org/entity/Q2333459,De Crypte,Gennep,https://www.museumdecrypte.nl/
http://www.wikidata.org/entity/Q1954418,Museum Buurtspoorweg,Haaksbergen,https://www.museumbuurtspoorweg.nl/
http://www.wikidata.org/entity/Q2169487,Museumbrouwerij De Roos,Hilvarenbeek,https://www.museumbrouwerij.nl/
http://www.wikidata.org/entity/Q2423105,Meierijsche Museumboerderij,Bernheze,https://www.museumboerderij.nl/
http://www.wikidata.org/entity/Q12013196,Museum Belvédère,Heerenveen,https://www.museumbelvedere.nl/
http://www.wikidata.org/entity/Q111081384,Museum Asselt,,https://www.museumasselt.nl/
http://www.wikidata.org/entity/Q2114028,Museum Arnhem,Arnhem,https://www.museumarnhem.nl/en
http://www.wikidata.org/entity/Q110995895,Cultuurhistorisch Centrum Ommen,,https://www.museum-ommen.nl/
http://www.wikidata.org/entity/Q1954331,Museon-Omniversum,Den Haag,https://www.museon-omniversum.nl/pagina/de-collectie-online
http://www.wikidata.org/entity/Q57592852,Klokkengieterijmuseum Heiligerlee,Oldambt,https://www.museaheiligerlee.nl/index.php?page=klok&sub=klokkengieterij-museum
http://www.wikidata.org/entity/Q110995910,Museum Boxtel,,https://www.muboboxtel.nl/
http://www.wikidata.org/entity/Q3389883,Mondriaanhuis,Amersfoort,https://www.mondriaanhuis.nl/de/
http://www.wikidata.org/entity/Q2763574,De Adriaan,Haarlem,https://www.molenadriaan.nl/
http://www.wikidata.org/entity/Q110995936,Stichting Molenaar's Oude Tractoren Collectie,,https://www.molenaarsoudetractoren.nl/
http://www.wikidata.org/entity/Q110062508,Mobach Keramiek Museum,,https://www.mobach-keramiek.nl/nl/museum/
http://www.wikidata.org/entity/Q2534749,"Missiemuseum, Steyl",Venlo,https://www.missiemuseum.nl
http://www.wikidata.org/entity/Q2382332,Zuid-Limburgse Stoomtrein Maatschappij,,https://www.miljoenenlijn.nl/
http://www.wikidata.org/entity/Q124477604,Memorial 40-45 Kapelle,Kapelle,https://www.memorial4045kapelle.nl/
http://www.wikidata.org/entity/Q2805178,Galerij Prins Willem V,Den Haag,https://www.mauritshuis.nl/nu-te-doen/vaste-collectie/galerij-prins-willem-v/
http://www.wikidata.org/entity/Q221092,Mauritshuis,Den Haag,https://www.mauritshuis.nl
http://www.wikidata.org/entity/Q110906694,Markiezenhof,,https://www.markiezenhof.nl/
http://www.wikidata.org/entity/Q98893894,Ateliermuseum Jac Maris,Heumen,https://www.marishuis.nl/
http://www.wikidata.org/entity/Q17402020,Marinemuseum,Den Helder,https://www.marinemuseum.nl/
http://www.wikidata.org/entity/Q18558954,Museum der Koninklijke Marechaussee,Buren,https://www.marechausseemuseum.nl
http://www.wikidata.org/entity/Q4556821,Theaterkerk Mammemahuis,Leeuwarden,https://www.mammemahuis.nl/stichting-werkgroep
http://www.wikidata.org/entity/Q115131080,Maczek Memorial Breda,Breda,https://www.maczekmemorialbreda.nl/
http://www.wikidata.org/entity/Q1456512,Louwman Museum,Den Haag,https://www.louwmanmuseum.nl/
http://www.wikidata.org/entity/Q123685435,Louis Kalff Instituut,,https://www.louiskalffinstituut.nl/
http://www.wikidata.org/entity/Q46304218,Loosduins Museum,Den Haag,https://www.loosduinsmuseum.nl/
http://www.wikidata.org/entity/Q73933179,Q73933179,Den Haag,https://www.literaturhaus-denhaag.nl/
http://www.wikidata.org/entity/Q2798268,Limburgs Museum,Venlo,https://www.limburgsmuseum.nl/
http://www.wikidata.org/entity/Q2334800,Libertum,Gouda,https://www.libertum.nl/
http://www.wikidata.org/entity/Q26158654,Leudalmuseum,Leudal,https://www.leudalmuseum.nl/
http://www.wikidata.org/entity/Q101560973,Leiderdorps Museum,,https://www.leiderdorpsmuseum.nl/
http://www.wikidata.org/entity/Q20046432,Land Art Delft,Delft,https://www.landartdelft.nl/
http://www.wikidata.org/entity/Q123438598,Kunst-Torentje,Almelo,https://www.kunsttorentje.nl/
http://www.wikidata.org/entity/Q1499958,Kunstmuseum Den Haag,Den Haag,https://www.kunstmuseum.nl
http://www.wikidata.org/entity/Q2780274,Fort bij Vijfhuizen,Haarlemmermeer,https://www.kunstfort.nl/
http://www.wikidata.org/entity/Q127610824,Museum 't Kromhout,,https://www.kromhoutmuseum.nl/
http://www.wikidata.org/entity/Q98893859,Museum Korps Rijdende Artillerie,Elburg,https://www.korpsrijdendeartillerie.nl
http://www.wikidata.org/entity/Q2447114,Kollumer Museum Mr. Andreae,Noardeast-Fryslân,https://www.kollumermuseum.nl/
http://www.wikidata.org/entity/Q110907417,Koffie- & Theemuseum ‘De Klokgevel’,,https://www.koffieverzameling.nl/stichting-de-klokgevel/
http://www.wikidata.org/entity/Q97732161,KathedraalMuseum,Haarlem,https://www.koepelkathedraal.nl/wat-is-er-te-zien/kathedraalmuseum/
http://www.wikidata.org/entity/Q2099445,Klooster Ter Apel,Westerwolde,https://www.kloosterterapel.nl
http://www.wikidata.org/entity/Q110995909,"Klompenmuseum Goor, 't Oale Ambacht",,https://www.klompenmuseumgoor.nl/
http://www.wikidata.org/entity/Q25616652,Klompenmuseum Scherjon & Fierljepmuseum,Tietjerksteradeel,https://www.klompen.frl/
http://www.wikidata.org/entity/Q28465538,Kessels Museum,Tilburg,https://www.kesselsmuseum.nl/
http://www.wikidata.org/entity/Q106977687,Keramisch Museum Goedewaagen,,https://www.keramischmuseumgoedewaagen.nl/
http://www.wikidata.org/entity/Q14943525,Keatsmuseum,Waadhoeke,https://www.keatsmuseum.frl/
http://www.wikidata.org/entity/Q110995930,Stichting Kasteel van Valkenburg,,https://www.kasteelvalkenburg.nl/
http://www.wikidata.org/entity/Q110995908,Kasteel Keukenhof,,https://www.kasteelkeukenhof.nl/
http://www.wikidata.org/entity/Q110995907,"Kasteel Hoensbroek, Historisch Goud, Gemeente Heerlen",,https://www.kasteelhoensbroek.nl/
http://www.wikidata.org/entity/Q110908866,Stichting Kasteel Heeswijk,,https://www.kasteelheeswijk.nl/
http://www.wikidata.org/entity/Q2312054,Kasteel Duivenvoorde,Voorschoten,https://www.kasteelduivenvoorde.nl/
http://www.wikidata.org/entity/Q1735318,Kasteel de Haar,Utrecht,https://www.kasteeldehaar.nl
http://www.wikidata.org/entity/Q572269,Kasteel Amerongen,Utrechtse Heuvelrug,https://www.kasteelamerongen.nl/
http://www.wikidata.org/entity/Q22246632,Herinneringscentrum Kamp Westerbork,Midden-Drenthe,https://www.kampwesterbork.nl/
http://www.wikidata.org/entity/Q19974153,Nationaal Monument Kamp Amersfoort,Leusden,https://www.kampamersfoort.nl/
http://www.wikidata.org/entity/Q120728916,Streekmuseum De Kalkovens,Hardenberg,https://www.kalkovensdedemsvaart.nl
http://www.wikidata.org/entity/Q120728916,Streekmuseum De Kalkovens,Hardenberg,https://www.kalkovensdedemsvaart.nl
http://www.wikidata.org/entity/Q110907401,Kasteelmuseum Julie Postel,,https://www.juliepostel.nl/home/kasteelmuseum-julie-postel/praktische-informatie-bezoek/
http://www.wikidata.org/entity/Q28465541,Jukeboxen Museum,Meierijstad,https://www.jukeboxen.nl/
http://www.wikidata.org/entity/Q110907453,Heemkundekring Jan Uten Houte,,https://www.janutenhoute.nl/
http://www.wikidata.org/entity/Q13135607,Vlasbewerkingsmuseum It Braakhok,Noardeast-Fryslân,https://www.itbraakhok.nl/
http://www.wikidata.org/entity/Q65028829,Indisch Herinneringscentrum,Den Haag,https://www.indischherinneringscentrum.nl/
http://www.wikidata.org/entity/Q13136222,IJstijdenmuseum,Achtkarspelen,https://www.ijstijdenmuseum.nl/
http://www.wikidata.org/entity/Q110995922,Openluchtmuseum De Duinhuisjes,,https://www.hvwv.nl/
http://www.wikidata.org/entity/Q130525732,Huys Egmont,Q9901,https://www.huysegmont.nl/
http://www.wikidata.org/entity/Q131407014,Museum Huys Auerhaen,Alkmaar,https://www.huysauerhaen.nl/
http://www.wikidata.org/entity/Q17342909,Humanity House,Den Haag,https://www.humanityhouse.org/
http://www.wikidata.org/entity/Q2754878,Huis van het Boek,Den Haag,https://www.huisvanhetboek.nl/
http://www.wikidata.org/entity/Q2425770,Huis Van Gijn,Dordrecht,https://www.huisvangijn.nl/
http://www.wikidata.org/entity/Q2193739,Huis Sonneveld,Rotterdam,https://www.huissonneveld.nl/
http://www.wikidata.org/entity/Q110281534,Museum Huis Doorn,Doorn,https://www.huisdoorn.nl/
http://www.wikidata.org/entity/Q110995905,Huis Doorn (Stichting tot Beheer van Huis Doorn),,https://www.huisdoorn.nl
http://www.wikidata.org/entity/Q83145863,Houtstad-IJlst,Súdwest-Fryslân,https://www.houtstad-ijlst.nl/
http://www.wikidata.org/entity/Q14544962,Woonbootmuseum,Amsterdam,https://www.houseboatmuseum.nl/
http://www.wikidata.org/entity/Q97323422,Honig Breethuis,Zaanstad,https://www.honigbreethuis.nl/
http://www.wikidata.org/entity/Q106464757,HomeComputerMuseum,Helmond,https://www.homecomputermuseum.nl/en%20HomeComputerMuseum
http://www.wikidata.org/entity/Q110995906,Huygensmuseum Hofwijck,,https://www.hofwijck.nl/
http://www.wikidata.org/entity/Q2021677,Hofje van Mevrouw Van Aerden,Leerdam,https://www.hofjevanaerden.nl/
http://www.wikidata.org/entity/Q110907371,Streekheemmuseum Den Aanwas,,https://www.hkk-zuidkwartier.nl/
http://www.wikidata.org/entity/Q42298583,Historisch museum,Maasdriel,https://www.historischmuseumhedel.nl/
http://www.wikidata.org/entity/Q7476442,Historisch Museum Ede,Ede,https://www.historischmuseumede.nl
http://www.wikidata.org/entity/Q2782510,Historisch Museum De Bevelanden,Goes,https://www.historischmuseumdebevelanden.nl/index.html
http://www.wikidata.org/entity/Q110995990,Goors Historisch Museum,,https://www.historischgoor.nl/
http://www.wikidata.org/entity/Q56461027,Museum Collectie Krop,Steenwijk,https://www.hildokrop.nl/
http://www.wikidata.org/entity/Q1616123,Het Scheepvaartmuseum,Amsterdam,https://www.hetscheepvaartmuseum.nl/
http://www.wikidata.org/entity/Q110995912,Museum de Heksenwaag,,https://www.heksenwaag.nl/
http://www.wikidata.org/entity/Q5690801,Heiligenbeeldenmuseum,Vorden,https://www.heiligenbeeldenmuseum.nl/
http://www.wikidata.org/entity/Q110995991,Harmoniummuseum Nederland,,https://www.harmonium-museum.nl/
http://www.wikidata.org/entity/Q2345721,Hannemahuis,Harlingen,https://www.hannemahuis.nl/
http://www.wikidata.org/entity/Q4355618,Historisch Museum Haarlemmermeer,Haarlemmermeer,https://www.haarlemmermeermuseum.nl/en/historical-museum-haarlemmermeer
http://www.wikidata.org/entity/Q11722011,Haags Historisch Museum/Rijksmuseum De Gevangenpoort,Den Haag,https://www.haagshistorischmuseum.nl/
http://www.wikidata.org/entity/Q2365901,Grenslandmuseum,Aalten,https://www.grenslandmuseum.nl
http://www.wikidata.org/entity/Q2530116,Gorcums Museum,Gorinchem,https://www.gorcumsmuseum.nl/
http://www.wikidata.org/entity/Q110995903,Het Gildenhuys,,https://www.gildenhuysblokzijl.nl/
http://www.wikidata.org/entity/Q110995898,Geert Groote Huis,,https://www.geertgrootehuis.nl/
http://www.wikidata.org/entity/Q110996033,Stichting Museum Geelvinck,,https://www.geelvinck.nl/
http://www.wikidata.org/entity/Q110995914,Museum Grenadiers en Jagers,,https://www.garderegimentgrenadiersenjagers.nl/erfgoed/museum.htm
http://www.wikidata.org/entity/Q111991807,Garage Rotterdam,Rotterdam,https://www.garagerotterdam.nl/
http://www.wikidata.org/entity/Q110995911,Museum Brigade en Garde Prinses Irene,,https://www.fuseliers.net/
http://www.wikidata.org/entity/Q20616905,Fries Verzetsmuseum,Leeuwarden,https://www.friesverzetsmuseum.nl/
http://www.wikidata.org/entity/Q848313,Fries Museum,Leeuwarden,https://www.friesmuseum.nl
http://www.wikidata.org/entity/Q2258858,Fries Film & Audio Archief,Leeuwarden,https://www.friesfilm-audioarchief.nl/
http://www.wikidata.org/entity/Q574961,Frans Hals Museum,Haarlem,https://www.franshalsmuseum.nl/nl/
http://www.wikidata.org/entity/Q110995920,Nederlands Kustverdedigingsmuseum,,https://www.forthvh.nl/
